code;code_id;image_path
PT3100-0,2-1-B;466548;assets/images/PT3100.png
PT3100-0,6-1-B;466549;assets/images/PT3100.png
PT3100-1-1-B;466550;assets/images/PT3100.png
PT3100-1,6-1-B;466551;assets/images/PT3100.png
PT3100-2,5-1-B;466552;assets/images/PT3100.png
PT3100-4-1-B;466553;assets/images/PT3100.png
PT3100-6-1-B;466554;assets/images/PT3100.png
PT3100-10-1-B;466555;assets/images/PT3100.png
PT3100-16-1-B;466556;assets/images/PT3100.png
PT3100-25-1-B;466557;assets/images/PT3100.png
PT3100-40-1-B;466558;assets/images/PT3100.png
PT3100-60-1-B;466559;assets/images/PT3100.png
PT3100-100-1-B;466560;assets/images/PT3100.png
PT3100-160-1-B;466561;assets/images/PT3100.png
PT3100-250-1-B;466562;assets/images/PT3100.png
PT3100-350-1-B;466563;assets/images/PT3100.png
PT3100-0V-1-B;466564;assets/images/PT3100.png
PT3100-2,5V-1-B;466565;assets/images/PT3100.png
PT3100-4,0V-1-B;466566;assets/images/PT3100.png
PT3100-6,0V-1-B;466567;assets/images/PT3100.png
PT3100-10V-1-B;466568;assets/images/PT3100.png
PT3100-25V-1-B;466569;assets/images/PT3100.png
