pagetitle,15;16;17;18;19;21;38;39;71;82;83;86;91;95;96;108;120;121;123;126;6;127;128
"NV1-H-3M";"";"Hy-Lok 3mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,09,25:2}";"";"Hy-Lok 3mm";"V15A-D-3M-BH";"V15A-D-3M";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/NV_H_s100.jpg>";"SS-OVS3MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"M3A-V2B-SS";"M3A-V2B-SS";;;;
"NV2-H-6M";"";"Hy-Lok 6mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,37,25:4,3}";"";"Hy-Lok 6mm";"V15B-D-6M-BH";"V15B-D-6M";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/NV_H_s100.jpg>";"SS-1VS6MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"M6A-V4B-SS";"M6A-V4B-SS";"assets/images/NV_H_s100.jpg";;;
"NV2-H-8M";"";"Hy-Lok 8mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,37,25:4,3}";"";"Hy-Lok 8mm";"V15B-D-8M-BH";"V15B-D-8M";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/NV_H_s100.jpg>";"SS-1VS8MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"M8A-V4B-SS";"M8A-V4B-SS";"assets/images/NV_H_s100.jpg";;;
"NV3-H-10M";"";"Hy-Lok 10mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,73,25:6,3}";"";"Hy-Lok 10mm";"V15C-D-10M-BH";"V15C-D-10M";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/NV_H_s100.jpg>";"SS-1VS10MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"M10A-V6B-SS";"M10A-V6B-SS";"assets/images/NV_H_s100.jpg";;;
"NV3-H-12M";"";"Hy-Lok 12mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,73,25:6,3}";"";"Hy-Lok 12mm";"V15C-D-12M-BH";"V15C-D-12M";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/NV_H_s100.jpg>";"SS-1VS12MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"M12A-V6B-SS";"M12A-V6B-SS";"assets/images/NV_H_s100.jpg";;;
"NV4-H-12M";"";"Hy-Lok 12mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:1,8,25:9,5}";"";"Hy-Lok 12mm";"V15D-D-12M-BH";"V15D-D-12M";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/NV_H_s100.jpg>";"SS-18VS12MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"M12A-V8B-SS";"M12A-V8B-SS";"assets/images/NV_H_s100.jpg";;;
"NV4-H-14M";"";"Hy-Lok 14mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:1,8,25:9,5}";"";"Hy-Lok 14mm";"V15D-D-14M-BH";"V15D-D-14M";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/NV_H_s100.jpg>";"SS-18VS14MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"M14A-V8B-SS";"M14A-V8B-SS";"assets/images/NV_H_s100.jpg";;;
"NV4-H-16M";"";"Hy-Lok 16mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:1,8,25:9,5}";"";"Hy-Lok 16mm";"V15D-D-16M-BH";"V15D-D-16M";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/NV_H_s100.jpg>";"SS-18VS16MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"M16A-V8B-SS";"M16A-V8B-SS";"assets/images/NV_H_s100.jpg";;;
"NV4-H-18M";"";"Hy-Lok 18mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:1,8,25:9,5}";"";"Hy-Lok 18mm";"V15D-D-18M-BH";"V15D-D-18M";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/NV_H_s100.jpg>";"SS-18VS18MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"M18A-V8B-SS";"M18A-V8B-SS";"assets/images/NV_H_s100.jpg";;;
"NV4-H-20M";"";"Hy-Lok 20mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:1,8,25:9,5}";"";"Hy-Lok 20mm";"V15D-D-20M-BH";"V15D-D-20M";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/NV_H_s100.jpg>";"SS-18VS20MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"M20A-V8B-SS";"M20A-V8B-SS";"assets/images/NV_H_s100.jpg";;;
